anio,anio_base,horizonte_anios,departamento,tipo_vehiculo,cantidad_ev,cantidad_ev_modelada,fuente_cantidad_ev,kwh_promedio,potencia_carga,consumo_wh_km,consumo_energetico,consumo_energetico_kwh,escenario_simultaneidad,simultaneidad,demanda_futura,demanda_futura_kw
2011,,,RISARALDA,MOTOCICLETA,2.0,2.0,historico,4.2,4.699999999999999,26.0,8.4,8.4,bajo,0.2,1.88,1.88
2011,,,SANTANDER,MICROBUS,3.0,3.0,historico,314.09999999999997,234.76666666666665,1154.0,942.3,942.3,bajo,0.2,140.85999999999999,140.85999999999999
2011,,,SANTANDER,MOTOCICLETA,2.0,2.0,historico,3.45,4.8,32.0,6.9,6.9,bajo,0.2,1.92,1.92
2011,,,VALLE DEL CAUCA,AUTOMOVIL,2.0,2.0,historico,62.15,217.8,151.0,124.3,124.3,bajo,0.2,87.12,87.12
2011,,,VALLE DEL CAUCA,MOTOCICLETA,2.0,2.0,historico,3.8,3.45,28.0,7.6,7.6,bajo,0.2,1.3800000000000001,1.3800000000000001
2012,,,ANTIOQUIA,AUTOMOVIL,10.0,10.0,historico,66.05,137.55,145.1,660.5,660.5,bajo,0.2,275.1,275.1
2012,,,ANTIOQUIA,MOTOCICLETA,47.0,47.0,historico,3.5,3.529787234042553,32.340425531914896,164.5,164.5,bajo,0.2,33.18,33.18
2012,,,BOGOTA D.C.,AUTOMOVIL,19.0,19.0,historico,64.23157894736842,147.54736842105262,146.78947368421052,1220.3999999999999,1220.3999999999999,bajo,0.2,560.68,560.68
2012,,,BOGOTA D.C.,MOTOCICLETA,38.0,38.0,historico,3.35,3.418421052631579,32.5,127.3,127.3,bajo,0.2,25.980000000000004,25.980000000000004
2012,,,CAQUETA,MOTOCICLETA,1.0,1.0,historico,2.2,2.6,35.0,2.2,2.2,bajo,0.2,0.52,0.52
2012,,,CHOCO,MOTOCICLETA,4.0,4.0,historico,3.55,2.525,37.75,14.2,14.2,bajo,0.2,2.02,2.02
2012,,,CUNDINAMARCA,CAMIONETA,1.0,1.0,historico,713.2,617.8,865.0,713.2,713.2,bajo,0.2,123.56,123.56
2012,,,MAGDALENA,MOTOCICLETA,1.0,1.0,historico,4.3,4.4,28.0,4.3,4.3,bajo,0.2,0.8800000000000001,0.8800000000000001
2012,,,META,MOTOCICLETA,2.0,2.0,historico,3.4,3.4,36.5,6.8,6.8,bajo,0.2,1.36,1.36
2012,,,SANTANDER,MOTOCICLETA,2.0,2.0,historico,3.3,4.2,34.0,6.6,6.6,bajo,0.2,1.6800000000000002,1.6800000000000002
2012,,,VALLE DEL CAUCA,AUTOMOVIL,2.0,2.0,historico,60.25,153.95,163.0,120.5,120.5,bajo,0.2,61.58,61.58
2012,,,VALLE DEL CAUCA,MOTOCICLETA,23.0,23.0,historico,3.3347826086956522,3.5608695652173914,32.17391304347826,76.7,76.7,bajo,0.2,16.380000000000003,16.380000000000003
2013,,,ANTIOQUIA,CAMIONETA,3.0,3.0,historico,793.6333333333333,667.8000000000001,1138.3333333333333,2380.9,2380.9,bajo,0.2,400.68000000000006,400.68000000000006
2013,,,ANTIOQUIA,CUATRIMOTO,1.0,1.0,historico,2.5,2.5,38.0,2.5,2.5,bajo,0.2,0.5,0.5
2013,,,ANTIOQUIA,MOTOCICLETA,54.0,54.0,historico,3.464814814814815,3.5129629629629626,32.27777777777778,187.1,187.1,bajo,0.2,37.94,37.94
2013,,,BOGOTA D.C.,AUTOMOVIL,44.0,44.0,historico,62.24318181818182,155.06363636363636,146.29545454545453,2738.7,2738.7,bajo,0.2,1364.5600000000002,1364.5600000000002
2013,,,BOGOTA D.C.,BUS,1.0,1.0,historico,444.8,243.0,977.0,444.8,444.8,bajo,0.2,48.6,48.6
2013,,,BOGOTA D.C.,MOTOCICLETA,174.0,174.0,historico,3.4522988505747128,3.549425287356322,32.6551724137931,600.7,600.7,bajo,0.2,123.52000000000001,123.52000000000001
2013,,,BOGOTA D.C.,MOTOTRICICLO,1.0,1.0,historico,3.5,4.9,39.0,3.5,3.5,bajo,0.2,0.9800000000000001,0.9800000000000001
2013,,,CAQUETA,MOTOCICLETA,1.0,1.0,historico,3.7,3.5,37.0,3.7,3.7,bajo,0.2,0.7000000000000001,0.7000000000000001
2013,,,CHOCO,MOTOCICLETA,2.0,2.0,historico,3.65,4.4,34.5,7.3,7.3,bajo,0.2,1.7600000000000002,1.7600000000000002
2013,,,CORDOBA,MOTOCICLETA,1.0,1.0,historico,3.4,4.9,28.0,3.4,3.4,bajo,0.2,0.9800000000000001,0.9800000000000001
2013,,,CUNDINAMARCA,MOTOCICLETA,1.0,1.0,historico,3.6,4.2,31.0,3.6,3.6,bajo,0.2,0.8400000000000001,0.8400000000000001
2013,,,META,MOTOCICLETA,1.0,1.0,historico,2.0,4.1,28.0,2.0,2.0,bajo,0.2,0.82,0.82
2013,,,NORTE DE SANTANDER,MOTOCICLETA,5.0,5.0,historico,3.44,3.3,33.8,17.2,17.2,bajo,0.2,3.3000000000000003,3.3000000000000003
2013,,,SANTANDER,MOTOCICLETA,1.0,1.0,historico,4.6,3.2,33.0,4.6,4.6,bajo,0.2,0.6400000000000001,0.6400000000000001
2013,,,VALLE DEL CAUCA,AUTOMOVIL,2.0,2.0,historico,54.75,226.8,156.0,109.5,109.5,bajo,0.2,90.72000000000001,90.72000000000001
2013,,,VALLE DEL CAUCA,MOTOCICLETA,8.0,8.0,historico,4.1,3.8375,30.0,32.8,32.8,bajo,0.2,6.140000000000001,6.140000000000001
2014,,,ANTIOQUIA,CAMIONETA,7.0,7.0,historico,717.4142857142857,645.2571428571429,1245.7142857142858,5021.9,5021.9,bajo,0.2,903.3600000000001,903.3600000000001
2014,,,ANTIOQUIA,MOTOCICLETA,70.0,70.0,historico,3.4057142857142857,3.5085714285714285,32.97142857142857,238.4,238.4,bajo,0.2,49.120000000000005,49.120000000000005
2014,,,ATLANTICO,AUTOMOVIL,1.0,1.0,historico,84.8,53.3,121.0,84.8,84.8,bajo,0.2,10.66,10.66
2014,,,BOGOTA D.C.,AUTOMOVIL,7.0,7.0,historico,68.2,166.94285714285712,141.85714285714286,477.40000000000003,477.40000000000003,bajo,0.2,233.72,233.72
2014,,,BOGOTA D.C.,CAMIONETA,2.0,2.0,historico,600.25,544.05,1241.0,1200.5,1200.5,bajo,0.2,217.62,217.62
2014,,,BOGOTA D.C.,MOTOCARRO,1.0,1.0,historico,3.8,4.1,25.0,3.8,3.8,bajo,0.2,0.82,0.82
2014,,,BOGOTA D.C.,MOTOCICLETA,54.0,54.0,historico,3.4592592592592593,3.2796296296296297,32.22222222222222,186.8,186.8,bajo,0.2,35.42,35.42
2014,,,CASANARE,MOTOCICLETA,2.0,2.0,historico,2.6500000000000004,3.5,25.0,5.300000000000001,5.300000000000001,bajo,0.2,1.4000000000000001,1.4000000000000001
2014,,,CORDOBA,MOTOCICLETA,10.0,10.0,historico,3.5200000000000005,3.7199999999999998,30.6,35.2,35.2,bajo,0.2,7.4399999999999995,7.4399999999999995
2014,,,CUNDINAMARCA,CAMIONETA,2.0,2.0,historico,607.0,678.9000000000001,1075.0,1214.0,1214.0,bajo,0.2,271.56000000000006,271.56000000000006
2014,,,CUNDINAMARCA,MOTOCICLETA,1.0,1.0,historico,2.6,2.2,29.0,2.6,2.6,bajo,0.2,0.44000000000000006,0.44000000000000006
2014,,,HUILA,MOTOCICLETA,10.0,10.0,historico,3.8600000000000003,3.34,32.5,38.6,38.6,bajo,0.2,6.68,6.68
2014,,,META,MOTOCICLETA,9.0,9.0,historico,3.8444444444444446,3.4555555555555557,34.0,34.6,34.6,bajo,0.2,6.220000000000001,6.220000000000001
2014,,,NORTE DE SANTANDER,MOTOCICLETA,6.0,6.0,historico,3.516666666666667,3.5833333333333335,30.666666666666668,21.1,21.1,bajo,0.2,4.3,4.3
2014,,,RISARALDA,CAMIONETA,1.0,1.0,historico,533.6,459.8,1026.0,533.6,533.6,bajo,0.2,91.96000000000001,91.96000000000001
2014,,,SANTANDER,MOTOCICLETA,33.0,33.0,historico,3.381818181818182,3.4454545454545453,33.36363636363637,111.6,111.6,bajo,0.2,22.74,22.74
2014,,,VALLE DEL CAUCA,MOTOCICLETA,34.0,34.0,historico,3.6088235294117648,3.4441176470588233,30.61764705882353,122.7,122.7,bajo,0.2,23.42,23.42
2015,,,ANTIOQUIA,AUTOMOVIL,40.0,40.0,historico,65.9025,147.90249999999997,146.975,2636.1000000000004,2636.1000000000004,bajo,0.2,1183.2199999999998,1183.2199999999998
2015,,,ANTIOQUIA,MOTOCICLETA,85.0,85.0,historico,3.4858823529411764,3.7247058823529415,31.941176470588236,296.3,296.3,bajo,0.2,63.32000000000001,63.32000000000001
2015,,,ARAUCA,MOTOCICLETA,3.0,3.0,historico,3.3000000000000003,3.233333333333333,35.666666666666664,9.9,9.9,bajo,0.2,1.94,1.94
2015,,,ATLANTICO,AUTOMOVIL,2.0,2.0,historico,72.25,178.85,167.5,144.5,144.5,bajo,0.2,71.54,71.54
2015,,,BOGOTA D.C.,AUTOMOVIL,106.0,106.0,historico,60.53962264150943,147.61698113207547,147.30188679245282,6417.2,6417.2,bajo,0.2,3129.48,3129.48
2015,,,BOGOTA D.C.,BUS,1.0,1.0,historico,311.9,261.1,916.0,311.9,311.9,bajo,0.2,52.220000000000006,52.220000000000006
2015,,,BOGOTA D.C.,CAMIONETA,13.0,13.0,historico,740.323076923077,611.5692307692308,1166.076923076923,9624.2,9624.2,bajo,0.2,1590.0800000000002,1590.0800000000002
2015,,,BOGOTA D.C.,MOTOCICLETA,68.0,68.0,historico,3.463235294117647,3.4794117647058824,33.1764705882353,235.5,235.5,bajo,0.2,47.32,47.32
2015,,,BOLIVAR,AUTOMOVIL,3.0,3.0,historico,70.2,101.23333333333333,128.33333333333334,210.60000000000002,210.60000000000002,bajo,0.2,60.74,60.74
2015,,,CALDAS,AUTOMOVIL,5.0,5.0,historico,56.94,126.96,151.6,284.7,284.7,bajo,0.2,126.96,126.96
2015,,,CAQUETA,MOTOCICLETA,7.0,7.0,historico,3.5,3.685714285714286,33.42857142857143,24.5,24.5,bajo,0.2,5.16,5.16
2015,,,CASANARE,MOTOCICLETA,1.0,1.0,historico,4.6,2.9,30.0,4.6,4.6,bajo,0.2,0.58,0.58
2015,,,CAUCA,MOTOCICLETA,5.0,5.0,historico,3.4,3.46,27.8,17.0,17.0,bajo,0.2,3.4600000000000004,3.4600000000000004
2015,,,CORDOBA,MOTOCICLETA,6.0,6.0,historico,2.983333333333333,3.7000000000000006,33.166666666666664,17.9,17.9,bajo,0.2,4.44,4.44
2015,,,CUNDINAMARCA,AUTOMOVIL,1.0,1.0,historico,81.6,223.2,159.0,81.6,81.6,bajo,0.2,44.64,44.64
2015,,,CUNDINAMARCA,CAMIONETA,7.0,7.0,historico,720.0714285714286,605.8000000000001,1158.142857142857,5040.5,5040.5,bajo,0.2,848.1200000000001,848.1200000000001
2015,,,CUNDINAMARCA,CUATRIMOTO,1.0,1.0,historico,3.6,4.7,37.0,3.6,3.6,bajo,0.2,0.9400000000000001,0.9400000000000001
2015,,,CUNDINAMARCA,MOTOCICLETA,10.0,10.0,historico,3.44,3.25,31.7,34.4,34.4,bajo,0.2,6.5,6.5
2015,,,HUILA,AUTOMOVIL,1.0,1.0,historico,71.9,51.8,112.0,71.9,71.9,bajo,0.2,10.36,10.36
2015,,,HUILA,MOTOCICLETA,5.0,5.0,historico,3.5200000000000005,3.8,34.0,17.6,17.6,bajo,0.2,3.8000000000000003,3.8000000000000003
2015,,,MAGDALENA,AUTOMOVIL,1.0,1.0,historico,42.2,218.7,150.0,42.2,42.2,bajo,0.2,43.74,43.74
2015,,,META,MOTOCICLETA,3.0,3.0,historico,3.6666666666666665,3.0,36.0,11.0,11.0,bajo,0.2,1.8,1.8
2015,,,NARINO,MOTOCICLETA,1.0,1.0,historico,2.9,4.7,28.0,2.9,2.9,bajo,0.2,0.9400000000000001,0.9400000000000001
2015,,,NORTE DE SANTANDER,AUTOMOVIL,1.0,1.0,historico,66.8,56.7,125.0,66.8,66.8,bajo,0.2,11.340000000000002,11.340000000000002
2015,,,NORTE DE SANTANDER,MOTOCICLETA,2.0,2.0,historico,3.9,3.3499999999999996,27.5,7.8,7.8,bajo,0.2,1.3399999999999999,1.3399999999999999
2015,,,QUINDIO,AUTOMOVIL,2.0,2.0,historico,57.95,163.2,155.5,115.9,115.9,bajo,0.2,65.28,65.28
2015,,,RISARALDA,AUTOMOVIL,3.0,3.0,historico,69.13333333333334,68.10000000000001,139.33333333333334,207.40000000000003,207.40000000000003,bajo,0.2,40.86000000000001,40.86000000000001
2015,,,RISARALDA,MOTOCICLETA,4.0,4.0,historico,4.0,3.2,32.75,16.0,16.0,bajo,0.2,2.5600000000000005,2.5600000000000005
2015,,,SANTANDER,AUTOMOVIL,2.0,2.0,historico,75.25,240.35000000000002,137.5,150.5,150.5,bajo,0.2,96.14000000000001,96.14000000000001
2015,,,SANTANDER,MOTOCICLETA,60.0,60.0,historico,3.54,3.57,32.333333333333336,212.4,212.4,bajo,0.2,42.84,42.84
2015,,,VALLE DEL CAUCA,AUTOMOVIL,6.0,6.0,historico,65.60000000000001,170.03333333333333,137.33333333333334,393.6,393.6,bajo,0.2,204.04000000000002,204.04000000000002
2015,,,VALLE DEL CAUCA,CAMIONETA,2.0,2.0,historico,579.8499999999999,659.8,1001.0,1159.6999999999998,1159.6999999999998,bajo,0.2,263.92,263.92
2015,,,VALLE DEL CAUCA,MOTOCICLETA,51.0,51.0,historico,3.588235294117647,3.4372549019607845,32.294117647058826,183.0,183.0,bajo,0.2,35.06,35.06
2016,,,ANTIOQUIA,AUTOMOVIL,53.0,53.0,historico,61.68679245283019,158.6169811320755,143.22641509433961,3269.4,3269.4,bajo,0.2,1681.3400000000001,1681.3400000000001
2016,,,ANTIOQUIA,CAMIONETA,3.0,3.0,historico,699.3666666666667,444.93333333333334,1196.6666666666667,2098.1,2098.1,bajo,0.2,266.96,266.96
2016,,,ANTIOQUIA,MOTOCICLETA,83.0,83.0,historico,3.514457831325301,3.440963855421687,30.89156626506024,291.7,291.7,bajo,0.2,57.120000000000005,57.120000000000005
2016,,,BOGOTA D.C.,AUTOMOVIL,102.0,102.0,historico,66.07058823529411,151.93333333333334,146.36274509803923,6739.199999999999,6739.199999999999,bajo,0.2,3099.4400000000005,3099.4400000000005
2016,,,BOGOTA D.C.,CAMIONETA,8.0,8.0,historico,656.125,630.8125,1195.25,5249.0,5249.0,bajo,0.2,1009.3000000000001,1009.3000000000001
2016,,,BOGOTA D.C.,MOTOCICLETA,10.0,10.0,historico,3.6,3.4899999999999998,31.1,36.0,36.0,bajo,0.2,6.98,6.98
2016,,,BOLIVAR,MOTOCICLETA,1.0,1.0,historico,2.1,4.0,26.0,2.1,2.1,bajo,0.2,0.8,0.8
2016,,,BOYACA,AUTOMOVIL,1.0,1.0,historico,75.0,223.1,160.0,75.0,75.0,bajo,0.2,44.620000000000005,44.620000000000005
2016,,,CALDAS,AUTOMOVIL,5.0,5.0,historico,70.26,149.76,163.4,351.3,351.3,bajo,0.2,149.76,149.76
2016,,,CALDAS,MOTOCICLETA,2.0,2.0,historico,3.8499999999999996,3.85,31.0,7.699999999999999,7.699999999999999,bajo,0.2,1.54,1.54
2016,,,CAUCA,MOTOCICLETA,1.0,1.0,historico,2.7,4.8,33.0,2.7,2.7,bajo,0.2,0.96,0.96
2016,,,CUNDINAMARCA,AUTOMOVIL,8.0,8.0,historico,60.099999999999994,164.825,148.75,480.79999999999995,480.79999999999995,bajo,0.2,263.71999999999997,263.71999999999997
2016,,,CUNDINAMARCA,CAMIONETA,2.0,2.0,historico,762.2,704.1,1080.0,1524.4,1524.4,bajo,0.2,281.64000000000004,281.64000000000004
2016,,,CUNDINAMARCA,MOTOCARRO,66.0,66.0,historico,3.553030303030303,3.5060606060606063,32.57575757575758,234.5,234.5,bajo,0.2,46.28,46.28
2016,,,HUILA,AUTOMOVIL,3.0,3.0,historico,53.86666666666667,134.43333333333334,140.66666666666666,161.6,161.6,bajo,0.2,80.66000000000001,80.66000000000001
2016,,,HUILA,MOTOCICLETA,3.0,3.0,historico,4.033333333333334,2.9333333333333336,38.0,12.100000000000001,12.100000000000001,bajo,0.2,1.7600000000000002,1.7600000000000002
2016,,,META,AUTOMOVIL,1.0,1.0,historico,79.9,191.5,120.0,79.9,79.9,bajo,0.2,38.300000000000004,38.300000000000004
2016,,,META,MOTOCICLETA,2.0,2.0,historico,3.6,4.15,35.5,7.2,7.2,bajo,0.2,1.6600000000000001,1.6600000000000001
2016,,,NARINO,MOTOCICLETA,1.0,1.0,historico,4.0,3.9,40.0,4.0,4.0,bajo,0.2,0.78,0.78
2016,,,NORTE DE SANTANDER,MOTOCICLETA,4.0,4.0,historico,2.45,4.0,30.5,9.8,9.8,bajo,0.2,3.2,3.2
2016,,,RISARALDA,AUTOMOVIL,2.0,2.0,historico,57.349999999999994,195.15,151.0,114.69999999999999,114.69999999999999,bajo,0.2,78.06,78.06
2016,,,RISARALDA,CAMIONETA,1.0,1.0,historico,742.3,379.2,1330.0,742.3,742.3,bajo,0.2,75.84,75.84
2016,,,RISARALDA,MOTOCICLETA,9.0,9.0,historico,3.8444444444444446,3.4222222222222225,31.555555555555557,34.6,34.6,bajo,0.2,6.160000000000001,6.160000000000001
2016,,,SANTANDER,AUTOMOVIL,1.0,1.0,historico,70.5,124.2,142.0,70.5,70.5,bajo,0.2,24.840000000000003,24.840000000000003
2016,,,SANTANDER,MOTOCICLETA,20.0,20.0,historico,3.2649999999999997,3.2350000000000003,31.45,65.3,65.3,bajo,0.2,12.940000000000001,12.940000000000001
2016,,,TOLIMA,AUTOMOVIL,4.0,4.0,historico,55.3,158.35,148.0,221.2,221.2,bajo,0.2,126.68,126.68
2016,,,TOLIMA,MOTOCICLETA,3.0,3.0,historico,3.466666666666667,3.8000000000000003,34.333333333333336,10.4,10.4,bajo,0.2,2.2800000000000002,2.2800000000000002
2016,,,VALLE DEL CAUCA,AUTOMOVIL,5.0,5.0,historico,71.03999999999999,164.45999999999998,140.8,355.19999999999993,355.19999999999993,bajo,0.2,164.46,164.46
2016,,,VALLE DEL CAUCA,CAMIONETA,4.0,4.0,historico,633.8,559.125,902.0,2535.2,2535.2,bajo,0.2,447.3,447.3
2016,,,VALLE DEL CAUCA,MOTOCICLETA,23.0,23.0,historico,3.8391304347826085,3.8347826086956522,33.65217391304348,88.3,88.3,bajo,0.2,17.64,17.64
2017,,,ANTIOQUIA,AUTOMOVIL,40.0,40.0,historico,59.185,149.16500000000002,137.65,2367.4,2367.4,bajo,0.2,1193.3200000000002,1193.3200000000002
2017,,,ANTIOQUIA,BUS,1.0,1.0,historico,285.0,297.3,1130.0,285.0,285.0,bajo,0.2,59.46000000000001,59.46000000000001
2017,,,ANTIOQUIA,CAMIONETA,11.0,11.0,historico,702.790909090909,611.5181818181818,1107.090909090909,7730.7,7730.7,bajo,0.2,1345.3400000000001,1345.3400000000001
2017,,,ANTIOQUIA,CUADRICICLO,7.0,7.0,historico,64.65714285714286,155.67142857142858,146.14285714285714,452.6,452.6,bajo,0.2,217.94000000000003,217.94000000000003
2017,,,ANTIOQUIA,MOTOCARRO,2.0,2.0,historico,4.0,2.6500000000000004,29.5,8.0,8.0,bajo,0.2,1.0600000000000003,1.0600000000000003
2017,,,ANTIOQUIA,MOTOCICLETA,68.0,68.0,historico,3.461764705882353,3.4250000000000003,33.5,235.4,235.4,bajo,0.2,46.580000000000005,46.580000000000005
2017,,,BOGOTA D.C.,AUTOMOVIL,53.0,53.0,historico,63.590566037735854,151.92075471698112,146.0943396226415,3370.3,3370.3,bajo,0.2,1610.36,1610.36
2017,,,BOGOTA D.C.,BUS,1.0,1.0,historico,345.4,276.0,1095.0,345.4,345.4,bajo,0.2,55.2,55.2
2017,,,BOGOTA D.C.,CAMIONETA,15.0,15.0,historico,693.4133333333334,622.7800000000001,1100.2666666666667,10401.2,10401.2,bajo,0.2,1868.3400000000001,1868.3400000000001
2017,,,BOGOTA D.C.,CUADRICICLO,10.0,10.0,historico,55.71,143.81,149.6,557.1,557.1,bajo,0.2,287.62,287.62
2017,,,BOGOTA D.C.,MOTOCICLETA,2.0,2.0,historico,2.6500000000000004,4.0,32.5,5.300000000000001,5.300000000000001,bajo,0.2,1.6,1.6
2017,,,CALDAS,MOTOCICLETA,1.0,1.0,historico,3.3,4.4,33.0,3.3,3.3,bajo,0.2,0.8800000000000001,0.8800000000000001
2017,,,CUNDINAMARCA,AUTOMOVIL,2.0,2.0,historico,62.099999999999994,143.3,161.5,124.19999999999999,124.19999999999999,bajo,0.2,57.32000000000001,57.32000000000001
2017,,,CUNDINAMARCA,CAMIONETA,3.0,3.0,historico,563.9666666666666,703.4333333333334,1066.3333333333333,1691.8999999999996,1691.8999999999996,bajo,0.2,422.06000000000006,422.06000000000006
2017,,,CUNDINAMARCA,CUADRICICLO,1.0,1.0,historico,83.8,175.8,165.0,83.8,83.8,bajo,0.2,35.160000000000004,35.160000000000004
2017,,,HUILA,MOTOCICLETA,3.0,3.0,historico,2.9,3.8333333333333335,31.0,8.7,8.7,bajo,0.2,2.3000000000000003,2.3000000000000003
2017,,,META,MOTOCICLETA,1.0,1.0,historico,2.8,2.3,39.0,2.8,2.8,bajo,0.2,0.45999999999999996,0.45999999999999996
2017,,,NARINO,MOTOCICLETA,1.0,1.0,historico,2.4,5.0,31.0,2.4,2.4,bajo,0.2,1.0,1.0
2017,,,NORTE DE SANTANDER,AUTOMOVIL,1.0,1.0,historico,53.3,146.0,120.0,53.3,53.3,bajo,0.2,29.200000000000003,29.200000000000003
2017,,,NORTE DE SANTANDER,MOTOCICLETA,1.0,1.0,historico,4.8,3.3,31.0,4.8,4.8,bajo,0.2,0.66,0.66
2017,,,RISARALDA,AUTOMOVIL,1.0,1.0,historico,65.9,204.9,159.0,65.9,65.9,bajo,0.2,40.980000000000004,40.980000000000004
2017,,,RISARALDA,CUADRICICLO,2.0,2.0,historico,60.7,165.35,128.0,121.4,121.4,bajo,0.2,66.14,66.14
2017,,,RISARALDA,MOTOCICLETA,2.0,2.0,historico,4.25,4.199999999999999,32.5,8.5,8.5,bajo,0.2,1.6799999999999997,1.6799999999999997
2017,,,SANTANDER,MOTOCICLETA,3.0,3.0,historico,3.6666666666666665,2.533333333333333,34.666666666666664,11.0,11.0,bajo,0.2,1.52,1.52
2017,,,VALLE DEL CAUCA,AUTOMOVIL,1.0,1.0,historico,45.8,206.3,172.0,45.8,45.8,bajo,0.2,41.260000000000005,41.260000000000005
2017,,,VALLE DEL CAUCA,CUADRICICLO,1.0,1.0,historico,74.5,246.0,159.0,74.5,74.5,bajo,0.2,49.2,49.2
2017,,,VALLE DEL CAUCA,MOTOCARRO,1.0,1.0,historico,3.1,4.0,27.0,3.1,3.1,bajo,0.2,0.8,0.8
2017,,,VALLE DEL CAUCA,MOTOCICLETA,13.0,13.0,historico,3.161538461538462,3.6923076923076925,32.15384615384615,41.1,41.1,bajo,0.2,9.600000000000001,9.600000000000001
2018,,,AMAZONAS,MOTOCICLETA,1.0,1.0,historico,2.4,4.2,31.0,2.4,2.4,bajo,0.2,0.8400000000000001,0.8400000000000001
2018,,,ANTIOQUIA,AUTOMOVIL,83.0,83.0,historico,60.16144578313253,145.13373493975905,147.9277108433735,4993.4,4993.4,bajo,0.2,2409.2200000000007,2409.2200000000007
2018,,,ANTIOQUIA,BUS,1.0,1.0,historico,253.6,313.2,1271.0,253.6,253.6,bajo,0.2,62.64,62.64
2018,,,ANTIOQUIA,CAMION,9.0,9.0,historico,719.4888888888888,574.7111111111111,1245.111111111111,6475.4,6475.4,bajo,0.2,1034.48,1034.48
2018,,,ANTIOQUIA,CAMIONETA,20.0,20.0,historico,744.405,591.495,1160.35,14888.099999999999,14888.099999999999,bajo,0.2,2365.98,2365.98
2018,,,ANTIOQUIA,CUADRICICLO,41.0,41.0,historico,66.69024390243902,151.31951219512194,147.9512195121951,2734.2999999999997,2734.2999999999997,bajo,0.2,1240.82,1240.82
2018,,,ANTIOQUIA,MOTOCARRO,6.0,6.0,historico,3.4333333333333336,3.6,31.666666666666668,20.6,20.6,bajo,0.2,4.32,4.32
